61	140	242	311	413	444	-1	-12851	
62	141	243	312	414	445	-1	-12851	
63	142	244	313	415	446	-1	-12851	
64	143	245	314	416	447	-1	-12851	
65	144	246	315	417	448	-1	-12851	
66	145	247	316	418	449	-1	-12851	
67	146	248	317	419	450	-1	-12851	
68	147	249	318	378	451	-1	-12851	
69	148	250	319	379	452	-1	-12851	
70	149	251	320	380	453	-1	-12851	
71	150	210	321	381	454	-1	-12851	
72	151	211	322	382	455	-1	-12851	
73	152	212	323	383	456	-1	-12851	
74	153	213	324	384	457	-1	-12851	
75	154	214	325	385	458	-1	-12851	
76	155	215	326	386	459	-1	-12851	
77	156	216	327	387	460	-1	-12851	
78	157	217	328	388	461	-1	-12851	
63	138	216	266	429	462	-1	-12851	
64	139	217	267	430	463	-1	-12851	
65	140	218	268	431	464	-1	-12851	
66	141	219	269	432	465	-1	-12851	
67	142	220	270	433	466	-1	-12851	
68	143	221	271	434	467	-1	-12851	
69	144	222	272	435	468	-1	-12851	
70	145	223	273	436	469	-1	-12851	
71	146	224	274	437	470	-1	-12851	
72	147	225	275	438	471	-1	-12851	
73	148	226	276	439	472	-1	-12851	
74	149	227	277	440	473	-1	-12851	
75	150	228	278	441	474	-1	-12851	
76	151	229	279	442	475	-1	-12851	
77	152	230	280	443	476	-1	-12851	
78	153	231	281	444	477	-1	-12851	
79	154	232	282	445	478	-1	-12851	
80	155	233	283	446	479	-1	-12851	
81	156	234	284	447	480	-1	-12851	
82	157	235	285	448	481	-1	-12851	
83	158	236	286	449	482	-1	-12851	
42	159	237	287	450	483	-1	-12851	
43	160	238	288	451	484	-1	-12851	
44	161	239	289	452	485	-1	-12851	
45	162	240	290	453	486	-1	-12851	
46	163	241	291	454	487	-1	-12851	
47	164	242	292	455	488	-1	-12851	
48	165	243	293	456	489	-1	-12851	
49	166	244	252	457	490	-1	-12851	
50	167	245	253	458	491	-1	-12851	
51	126	246	254	459	492	-1	-12851	
52	127	247	255	460	493	-1	-12851	
53	128	248	256	461	494	-1	-12851	
54	129	249	257	420	495	-1	-12851	
55	130	250	258	421	496	-1	-12851	
56	131	251	259	422	497	-1	-12851	
57	132	210	260	423	498	-1	-12851	
58	133	211	261	424	499	-1	-12851	
59	134	212	262	425	500	-1	-12851	
60	135	213	263	426	501	-1	-12851	
61	136	214	264	427	502	-1	-12851	
62	137	215	265	428	503	-1	-12851	
7	97	180	263	336	479	504	-1	
8	98	181	264	337	480	505	-1	
9	99	182	265	338	481	506	-1	
10	100	183	266	339	482	507	-1	
11	101	184	267	340	483	508	-1	
12	102	185	268	341	484	509	-1	
13	103	186	269	342	485	510	-1	
14	104	187	270	343	486	511	-1	
15	105	188	271	344	487	512	-1	
16	106	189	272	345	488	513	-1	
17	107	190	273	346	489	514	-1	
18	108	191	274	347	490	515	-1	
19	109	192	275	348	491	516	-1	
20	110	193	276	349	492	517	-1	
21	111	194	277	350	493	518	-1	
22	112	195	278	351	494	519	-1	
23	113	196	279	352	495	520	-1	
24	114	197	280	353	496	521	-1	
25	115	198	281	354	497	522	-1	
26	116	199	282	355	498	523	-1	
27	117	200	283	356	499	524	-1	
28	118	201	284	357	500	525	-1	
29	119	202	285	358	501	526	-1	
30	120	203	286	359	502	527	-1	
31	121	204	287	360	503	528	-1	
32	122	205	288	361	462	529	-1	
33	123	206	289	362	463	530	-1	
34	124	207	290	363	464	531	-1	
35	125	208	291	364	465	532	-1	
36	84	209	292	365	466	533	-1	
37	85	168	293	366	467	534	-1	
38	86	169	252	367	468	535	-1	
39	87	170	253	368	469	536	-1	
40	88	171	254	369	470	537	-1	
41	89	172	255	370	471	538	-1	
0	90	173	256	371	472	539	-1	
1	91	174	257	372	473	540	-1	
2	92	175	258	373	474	541	-1	
3	93	176	259	374	475	542	-1	
4	94	177	260	375	476	543	-1	
5	95	178	261	376	477	544	-1	
6	96	179	262	377	478	545	-1	
6	103	251	317	383	505	546	-1	
7	104	210	318	384	506	547	-1	
8	105	211	319	385	507	548	-1	
9	106	212	320	386	508	549	-1	
10	107	213	321	387	509	550	-1	
11	108	214	322	388	510	551	-1	
12	109	215	323	389	511	552	-1	
13	110	216	324	390	512	553	-1	
14	111	217	325	391	513	554	-1	
15	112	218	326	392	514	555	-1	
16	113	219	327	393	515	556	-1	
17	114	220	328	394	516	557	-1	
18	115	221	329	395	517	558	-1	
19	116	222	330	396	518	559	-1	
20	117	223	331	397	519	560	-1	
21	118	224	332	398	520	561	-1	
22	119	225	333	399	521	562	-1	
23	120	226	334	400	522	563	-1	
24	121	227	335	401	523	564	-1	
25	122	228	294	402	524	565	-1	
26	123	229	295	403	525	566	-1	
27	124	230	296	404	526	567	-1	
28	125	231	297	405	527	568	-1	
29	84	232	298	406	528	569	-1	
30	85	233	299	407	529	570	-1	
31	86	234	300	408	530	571	-1	
32	87	235	301	409	531	572	-1	
33	88	236	302	410	532	573	-1	
34	89	237	303	411	533	574	-1	
35	90	238	304	412	534	575	-1	
36	91	239	305	413	535	576	-1	
37	92	240	306	414	536	577	-1	
38	93	241	307	415	537	578	-1	
39	94	242	308	416	538	579	-1	
40	95	243	309	417	539	580	-1	
41	96	244	310	418	540	581	-1	
0	97	245	311	419	541	582	-1	
1	98	246	312	378	542	583	-1	
2	99	247	313	379	543	584	-1	
3	100	248	314	380	544	585	-1	
4	101	249	315	381	545	586	-1	
5	102	250	316	382	504	587	-1	
60	136	218	301	461	575	588	-1	
61	137	219	302	420	576	589	-1	
62	138	220	303	421	577	590	-1	
63	139	221	304	422	578	591	-1	
64	140	222	305	423	579	592	-1	
65	141	223	306	424	580	593	-1	
66	142	224	307	425	581	594	-1	
67	143	225	308	426	582	595	-1	
68	144	226	309	427	583	596	-1	
69	145	227	310	428	584	597	-1	
70	146	228	311	429	585	598	-1	
71	147	229	312	430	586	599	-1	
72	148	230	313	431	587	600	-1	
73	149	231	314	432	546	601	-1	
74	150	232	315	433	547	602	-1	
75	151	233	316	434	548	603	-1	
76	152	234	317	435	549	604	-1	
77	153	235	318	436	550	605	-1	
78	154	236	319	437	551	606	-1	
79	155	237	320	438	552	607	-1	
80	156	238	321	439	553	608	-1	
81	157	239	322	440	554	609	-1	
82	158	240	323	441	555	610	-1	
83	159	241	324	442	556	611	-1	
42	160	242	325	443	557	612	-1	
43	161	243	326	444	558	613	-1	
44	162	244	327	445	559	614	-1	
45	163	245	328	446	560	615	-1	
46	164	246	329	447	561	616	-1	
47	165	247	330	448	562	617	-1	
48	166	248	331	449	563	618	-1	
49	167	249	332	450	564	619	-1	
50	126	250	333	451	565	620	-1	
51	127	251	334	452	566	621	-1	
52	128	210	335	453	567	622	-1	
53	129	211	294	454	568	623	-1	
54	130	212	295	455	569	624	-1	
55	131	213	296	456	570	625	-1	
56	132	214	297	457	571	626	-1	
57	133	215	298	458	572	627	-1	
58	134	216	299	459	573	628	-1	
59	135	217	300	460	574	629	-1	
82	136	175	284	498	628	630	-1	
83	137	176	285	499	629	631	-1	
42	138	177	286	500	588	632	-1	
43	139	178	287	501	589	633	-1	
44	140	179	288	502	590	634	-1	
45	141	180	289	503	591	635	-1	
46	142	181	290	462	592	636	-1	
47	143	182	291	463	593	637	-1	
48	144	183	292	464	594	638	-1	
49	145	184	293	465	595	639	-1	
50	146	185	252	466	596	640	-1	
51	147	186	253	467	597	641	-1	
52	148	187	254	468	598	642	-1	
53	149	188	255	469	599	643	-1	
54	150	189	256	470	600	644	-1	
55	151	190	257	471	601	645	-1	
56	152	191	258	472	602	646	-1	
57	153	192	259	473	603	647	-1	
58	154	193	260	474	604	648	-1	
59	155	194	261	475	605	649	-1	
60	156	195	262	476	606	650	-1	
61	157	196	263	477	607	651	-1	
62	158	197	264	478	608	652	-1	
63	159	198	265	479	609	653	-1	
64	160	199	266	480	610	654	-1	
65	161	200	267	481	611	655	-1	
66	162	201	268	482	612	656	-1	
67	163	202	269	483	613	657	-1	
68	164	203	270	484	614	658	-1	
69	165	204	271	485	615	659	-1	
70	166	205	272	486	616	660	-1	
71	167	206	273	487	617	661	-1	
72	126	207	274	488	618	662	-1	
73	127	208	275	489	619	663	-1	
74	128	209	276	490	620	664	-1	
75	129	168	277	491	621	665	-1	
76	130	169	278	492	622	666	-1	
77	131	170	279	493	623	667	-1	
78	132	171	280	494	624	668	-1	
79	133	172	281	495	625	669	-1	
80	134	173	282	496	626	670	-1	
81	135	174	283	497	627	671	-1	
